calls , comp , clean , 0 , 0.20 , 3924 , 1728
soundnessofparallelengines , exec , tom-a , 0 , 0.40 , 3924 , 1716
tautologyhard , comp , tom-a , 0 , 10.72 , 3924 , 1776
tautologyhard , exec , tom-a , 0 , 0.30 , 3924 , 1776
tricky , comp , tom-a , 0 , 5.51 , 3924 , 1720
tricky , exec , tom-a , 0 , 0.30 , 3924 , 1768
calls , comp , tom-b , 0 , 4.61 , 3924 , 1768
calls , exec , tom-b , 0 , 0.40 , 3924 , 1764
check1 , comp , tom-b , 0 , 4.11 , 3924 , 1776
check1 , exec , tom-b , 0 , 0.30 , 3924 , 1768
check2 , comp , tom-b , 0 , 4.41 , 3924 , 1788
check2 , exec , tom-b , 0 , 0.30 , 3924 , 1784
confluence , comp , tom-b , 0 , 4.30 , 3924 , 1732
confluence , exec , tom-b , 0 , 0.30 , 3924 , 1776
empty , comp , tom-b , 0 , 4.00 , 3924 , 1776
empty , exec , tom-b , 0 , 0.30 , 3924 , 1776
fibonacci05 , comp , tom-b , 0 , 4.61 , 3924 , 1720
fibonacci05 , exec , tom-b , 0 , 0.30 , 3924 , 1764
garbagecollection , comp , tom-b , 0 , 5.11 , 3924 , 1764
garbagecollection , exec , tom-b , 0 , 0.30 , 3924 , 1828
hanoi4 , comp , tom-b , 0 , 6.22 , 3924 , 1792
hanoi4 , exec , tom-b , 0 , 0.30 , 3924 , 1828
oddeven , comp , tom-b , 0 , 4.71 , 3924 , 1660
oddeven , exec , tom-b , 0 , 0.40 , 3924 , 1764
order , comp , tom-b , 0 , 4.41 , 3924 , 1784
order , exec , tom-b , 0 , 0.40 , 3924 , 1768
revelt , comp , tom-b , 0 , 4.80 , 3924 , 1828
revelt , exec , tom-b , 0 , 0.40 , 3924 , 1768
searchinconditions , comp , tom-b , 0 , 4.21 , 3924 , 1728
searchinconditions , exec , tom-b , 0 , 0.40 , 3924 , 1764
soundnessofparallelengines , comp , tom-b , 0 , 4.41 , 3924 , 1596
soundnessofparallelengines , exec , tom-b , 0 , 0.30 , 3924 , 1596
tautologyhard , comp , tom-b , 0 , 5.01 , 3924 , 1716
tautologyhard , exec , tom-b , 0 , 0.40 , 3924 , 1784
tricky , comp , tom-b , 0 , 4.71 , 3924 , 1792
tricky , exec , tom-b , 0 , 0.30 , 3924 , 1724
