calls , comp , clean , 0 , 1.10 , 10076 , 1848
soundnessofparallelengines , exec , tom-a , 0 , 0.30 , 10076 , 1856
tautologyhard , comp , tom-a , 0 , 12.84 , 10076 , 1804
tautologyhard , exec , tom-a , 0 , 0.30 , 10076 , 1852
tricky , comp , tom-a , 0 , 6.91 , 10076 , 1800
tricky , exec , tom-a , 0 , 0.30 , 10076 , 1688
calls , comp , tom-b , 0 , 5.31 , 10076 , 1852
calls , exec , tom-b , 0 , 0.30 , 10076 , 1804
check1 , comp , tom-b , 0 , 4.72 , 10076 , 1764
check1 , exec , tom-b , 0 , 0.30 , 10076 , 1704
check2 , comp , tom-b , 0 , 5.11 , 10076 , 1820
check2 , exec , tom-b , 0 , 0.30 , 10076 , 1816
confluence , comp , tom-b , 0 , 4.62 , 10076 , 1696
confluence , exec , tom-b , 0 , 0.30 , 10076 , 1824
empty , comp , tom-b , 0 , 4.22 , 10076 , 1708
empty , exec , tom-b , 0 , 0.30 , 10076 , 1852
fibonacci05 , comp , tom-b , 0 , 5.01 , 10076 , 1700
fibonacci05 , exec , tom-b , 0 , 0.30 , 10076 , 1700
garbagecollection , comp , tom-b , 0 , 5.61 , 10076 , 1692
garbagecollection , exec , tom-b , 0 , 0.30 , 10076 , 1864
hanoi4 , comp , tom-b , 0 , 8.52 , 10076 , 1820
hanoi4 , exec , tom-b , 0 , 0.30 , 10076 , 1820
oddeven , comp , tom-b , 0 , 5.31 , 10076 , 1764
oddeven , exec , tom-b , 0 , 0.30 , 10076 , 1776
order , comp , tom-b , 0 , 4.71 , 10076 , 1776
order , exec , tom-b , 0 , 0.30 , 10076 , 1852
revelt , comp , tom-b , 0 , 5.71 , 10076 , 1804
revelt , exec , tom-b , 0 , 0.30 , 10076 , 1692
searchinconditions , comp , tom-b , 0 , 4.51 , 10076 , 1800
searchinconditions , exec , tom-b , 0 , 0.30 , 10076 , 1800
soundnessofparallelengines , comp , tom-b , 0 , 4.72 , 10076 , 1816
soundnessofparallelengines , exec , tom-b , 0 , 0.30 , 10076 , 1768
tautologyhard , comp , tom-b , 0 , 5.61 , 10076 , 1840
tautologyhard , exec , tom-b , 0 , 0.30 , 10076 , 1708
tricky , comp , tom-b , 0 , 5.11 , 10076 , 1768
tricky , exec , tom-b , 0 , 0.30 , 10076 , 1852
